"","closeness_centrality"
"4866591375",616251.363225457
"4866591373",626404.573515696
"25066696",628723.405004211
"25161353",614931.675418067
"3816097105",608625.079736262
"3656358065",664594.904455505
"5046447437",670299.800030698
"4866651959",677861.256770306
"2387207421",572221.859524088
"1938819325",566004.844896059
"4866651968",694336.709246493
"107643",707720.940192249
"2012969971",721567.828488982
"1311961910",730514.081339648
"25505673",738892.187500532
"4866651966",751216.386302599
"4866976613",451927.109408895
"4866976615",441285.399624319
"2218340967",444607.630206137
"4866976616",443416.05763064
"1678226827",602794.159170302
"107631",611601.462294593
"107632",662502.669063722
"25161378",598066.549550509
"1678226846",594402.198124641
"25161379",589684.459350013
"4922952351",682881.989376312
"4922952352",652074.00132343
"4922952374",649760.332112405
"5014115754",497009.366950674
"5199646139",514278.593376418
"1718328448",610415.63816548
"5065949597",565558.1345973
"5049840242",565603.427059647
"5141354331",563359.276732269
"2378843915",562479.063170331
"5141354330",560662.03212634
"5141354332",558862.048839297
"5065949596",556426.320358705
"3153656030",574358.290544871
"5049840247",582543.899215488
"5049840245",572446.168767134
"3153656028",566558.432650872
"5087519090",538394.540293984
"5087519089",534499.279968615
"5141354333",570263.788761328
"5141354329",571330.14408869
"1678227031",573171.739870622
"5141354328",569340.588639554
"5049840243",581877.785520544
"1951616283",589651.555575814
"5049840248",594611.239130376
"5090420967",565233.276025527
"5141216815",591320.268463097
"5141216791",597650.616496252
"5141216792",608910.97286928
"5141876997",574218.51100519
"5141876999",601651.690885836
"5141876998",581970.325008874
"5141876995",576420.436400485
"5199646138",517951.517685094
"5014115755",506336.216619171
"1312264614",639783.932067172
"1401908259",665439.838816269
"1401908260",667046.615774201
"1684549819",673752.832788461
"250550183",675512.092199943
"1684549825",693354.136467008
"1684549823",694949.130680723
"1684549821",698088.121791692
"1684549820",705285.701554951
"1684549822",708631.518374116
"1684549828",713780.516319948
"1684549830",716584.78571576
"1684549829",724228.017941744
"1684549826",726889.550193557
"1684549827",728705.088787429
"250550338",736026.299145487
"1684511978",710484.485521407
"1684511979",707990.113487184
"5218910025",700000.871271721
"5218885136",691489.039782294
"250550339",682442.052266537
"1684549833",678138.216352015
"5218910023",659988.798252993
"794003484",645809.911358925
"250550340",639654.558509707
"1312264556",639702.087439407
"1684511977",639587.735731528
"1401908261",679216.470522711
"5222453731",597606.227496037
"5222453733",594191.928574281
"5222453732",595116.767195079
"5222453734",582832.719457151
"5223919936",663512.537538476
"3108311329",697153.193509078
"5224549086",814293.5976433
"316763587",829675.530301763
"316763589",835296.541197488
"5224610599",848210.481939433
"5224549083",687595.064528945
"5224549088",827313.471365743
"316763608",830342.113416258
"316763611",844251.593782794
"316763614",847923.02400361
"5224610593",701913.90395145
"4922952367",700563.869091842
"5224610596",652778.548089604
"5224610577",706098.705052492
"5224610578",709587.403996028
"4922952365",649676.077594697
"1718328195",548471.435148173
"1718328224",559551.055904169
"1718328256",566488.186417349
